cluster_rep	cluster_size	chosen_fasta_id	reason	beta_res	helix_res	beta_strands	helices
8TH8_EMD-41251_F	1	8TH8_EMD-41251_F	singleton	35	232	11	21
8TH8_EMD-41251_G	1	8TH8_EMD-41251_G	singleton	30	147	14	13
8TH8_EMD-41251_H	1	8TH8_EMD-41251_H	singleton	132	272	30	24
8TH8_EMD-41251_I	1	8TH8_EMD-41251_I	singleton	12	107	4	8
8TH8_EMD-41251_J	1	8TH8_EMD-41251_J	singleton	0	323	0	8
8TH8_EMD-41251_K	1	8TH8_EMD-41251_K	singleton	0	333	0	11
8TH8_EMD-41251_L	1	8TH8_EMD-41251_L	singleton	31	542	10	36
8TH8_EMD-41251_M	1	8TH8_EMD-41251_M	singleton	76	114	15	8
8TH8_EMD-41251_N	1	8TH8_EMD-41251_N	singleton	2	117	2	9
8TH8_EMD-41251_P	1	8TH8_EMD-41251_P	singleton	76	114	15	8
8TUW_EMD-41633_A	1	8TUW_EMD-41633_A	singleton	2	3	2	1
8U5B_EMD-41915_A	3	8U5B_EMD-41915_A	residue_sum=130	21	109	5	5
8U5B_EMD-41915_D	5	8U5B_EMD-41915_D	residue_sum=132	114	18	20	5
8U8H_EMD-42024_A	1	8U8H_EMD-42024_A	singleton	0	52	0	3
8U95_EMD-42024_A	1	8U95_EMD-42024_A	singleton	0	979	0	11
8UBU_EMD-42105_A	1	8UBU_EMD-42105_A	singleton	18	398	6	27
8UBU_EMD-42105_C	1	8UBU_EMD-42105_C	singleton	11	57	3	7
8UBU_EMD-42105_D	1	8UBU_EMD-42105_D	singleton	24	124	16	16
8UBU_EMD-42105_E	1	8UBU_EMD-42105_E	singleton	13	40	4	5
8UCR_EMD-42136_A	1	8UCR_EMD-42136_A	singleton	2	3	2	1
8UDG_EMD-42149_A	1	8UDG_EMD-42149_A	singleton	9	99	2	3
8UDG_EMD-42149_D	1	8UDG_EMD-42149_D	singleton	106	9	20	3
8UDG_EMD-42149_E	3	8YBS_EMD-34546_D	residue_sum=493	269	224	68	21
8UF8_EMD-42186_A	1	8UF8_EMD-42186_A	singleton	121	341	34	33
8UGR_EMD-42233_B	1	8UGR_EMD-42233_B	singleton	0	1	0	1
8UGR_EMD-42233_DB	1	8UGR_EMD-42233_DB	singleton	1	0	1	0
8UGR_EMD-42233_E	3	7DGS_EMD-30675_A	residue_sum=19	19	0	1	0
8UGR_EMD-42233_EB	1	8UGR_EMD-42233_EB	singleton	12	0	1	0
8UGR_EMD-42233_GB	3	8UGR_EMD-42233_GB	residue_sum=4	4	0	1	0
8UGR_EMD-42233_I	2	8UGR_EMD-42233_I	residue_sum=4	0	4	0	1
8UGR_EMD-42233_IA	1	8UGR_EMD-42233_IA	singleton	0	2	0	1
8UGR_EMD-42233_J	1	8UGR_EMD-42233_J	singleton	0	2	0	1
8UGR_EMD-42233_K	1	8UGR_EMD-42233_K	singleton	0	1	0	1
8UGR_EMD-42233_S	3	7DGR_EMD-30674_T	residue_sum=3	3	0	1	0
8UK2_EMD-42343_A	2	8UK2_EMD-42343_A	residue_sum=176	144	32	22	2
8UP1_EMD-42442_A	1	8UP1_EMD-42442_A	singleton	38	247	7	12
8UQK_EMD-42472_A	2	8UQI_EMD-42469_A	residue_sum=262	94	168	29	19
8V3B_EMD-42944_A	2	8V2D_EMD-42906_J	residue_sum=253	0	253	0	18
8V3B_EMD-42944_Y	2	8V3B_EMD-42944_Y	residue_sum=369	0	369	0	15
8V41_EMD-42963_A	2	8V43_EMD-42964_A	residue_sum=98	17	81	4	7
8V41_EMD-42963_B	2	8V41_EMD-42963_B	residue_sum=213	98	115	20	9
8V41_EMD-42963_E	2	8V43_EMD-42964_C	residue_sum=176	50	126	18	10
8V41_EMD-42963_G	2	8V43_EMD-42964_B	residue_sum=213	99	114	18	9
8VA2_EMD-43085_A	11	8VRJ_EMD-43482_A	residue_sum=294	14	280	6	26
8VAN_EMD-43096_A	1	8VAN_EMD-43096_A	singleton	28	176	6	16
8VAN_EMD-43096_B	1	8VAN_EMD-43096_B	singleton	20	191	7	20
8VAN_EMD-43096_E	1	8VAN_EMD-43096_E	singleton	19	182	9	17
8VAN_EMD-43096_F	1	8VAN_EMD-43096_F	singleton	149	65	30	9
8VDQ_EMD-43155_A	1	8VDQ_EMD-43155_A	singleton	34	1715	13	71
8VHI_EMD-43238_A	3	8VHK_EMD-43240_A	residue_sum=70	65	5	9	1
8VIB_EMD-43256_B	2	8VIB_EMD-43256_B	residue_sum=242	0	242	0	21
8VIB_EMD-43256_C	5	8VID_EMD-43258_C	residue_sum=184	81	103	15	10
8VIB_EMD-43256_D	4	8VIB_EMD-43256_D	residue_sum=58	39	19	7	3
8VLZ_EMD-43349_A	5	8EEW_EMD-28063_A	residue_sum=553	52	501	12	31
8VRD_EMD-43481_F	11	9QVN_EMD-53400_JA	residue_sum=511	22	489	6	32
8VRD_EMD-43481_G	15	9QVN_EMD-53400_L	residue_sum=618	29	589	11	39
8VRJ_EMD-43482_B	10	8VRJ_EMD-43482_B	residue_sum=370	12	358	6	28
8VYV_EMD-43679_B	1	8VYV_EMD-43679_B	singleton	0	192	0	10
8VYW_EMD-43680_A	2	8VYW_EMD-43680_A	residue_sum=191	0	191	0	9
8W1I_EMD-43726_A	1	8W1I_EMD-43726_A	singleton	149	337	40	35
8W9P_EMD-37378_A	3	8W9P_EMD-37378_A	residue_sum=462	119	343	38	29
8W9P_EMD-37378_P	3	8W9R_EMD-37380_P	residue_sum=125	16	109	8	12
8W9P_EMD-37378_R	2	8W9P_EMD-37378_R	residue_sum=368	120	248	25	23
8W9P_EMD-37378_X	2	8W9Q_EMD-37379_U	residue_sum=12	0	12	0	1
8W9Q_EMD-37379_C	3	8W9Q_EMD-37379_C	residue_sum=182	69	113	10	9
8WGC_EMD-37508_A	1	8WGC_EMD-37508_A	singleton	141	367	33	29
8WGC_EMD-37508_B	1	8WGC_EMD-37508_B	singleton	141	367	33	29
8WJO_EMD-37587_A	12	7QCD_EMD-13895_A	residue_sum=760	97	663	29	31
8WJO_EMD-37587_B	12	7YQH_EMD-34025_B	residue_sum=742	78	664	22	25
8WO0_EMD-37676_A	1	8WO0_EMD-37676_A	singleton	91	36	27	5
8WTJ_EMD-37835_A	37	8YDZ_EMD-39186_A	residue_sum=581	349	232	73	22
8X9W_EMD-38186_D	2	8XA1_EMD-38191_C	residue_sum=575	200	375	55	46
8X9W_EMD-38186_P	1	8X9W_EMD-38186_P	singleton	87	216	27	23
8X9W_EMD-38186_Q	1	8X9W_EMD-38186_Q	singleton	0	54	0	2
8X9W_EMD-38186_S	1	8X9W_EMD-38186_S	singleton	0	54	0	2
8XA1_EMD-38191_G	2	8X9W_EMD-38186_O	residue_sum=101	47	54	18	9
8XKM_EMD-38420_C	1	8XKM_EMD-38420_C	singleton	2	26	2	3
8XOU_EMD-38541_A	1	8XOU_EMD-38541_A	singleton	2	3	2	1
8XVA_EMD-38694_A	1	8XVA_EMD-38694_A	singleton	0	31	0	2
8XVA_EMD-38694_B	1	8XVA_EMD-38694_B	singleton	187	7	21	1
8XVA_EMD-38694_C	1	8XVA_EMD-38694_C	singleton	0	59	0	1
8XVA_EMD-38694_D	1	8XVA_EMD-38694_D	singleton	0	32	0	1
8XVA_EMD-38694_G	1	8XVA_EMD-38694_G	singleton	0	39	0	2
8XVA_EMD-38694_K	1	8XVA_EMD-38694_K	singleton	0	108	0	6
8XWQ_EMD-38741_A	1	8XWQ_EMD-38741_A	singleton	29	97	6	8
8XWQ_EMD-38741_B	1	8XWQ_EMD-38741_B	singleton	145	26	28	2
8XWQ_EMD-38741_F	5	8P13_EMD-17344_E	residue_sum=125	113	12	24	4
8Y1L_EMD-38839_A	2	8KC3_EMD-37091_A	residue_sum=335	18	317	10	23
8Y1L_EMD-38839_D	2	8Y1L_EMD-38839_D	residue_sum=332	20	312	12	22
8Y1L_EMD-38839_E	2	8Y1L_EMD-38839_E	residue_sum=330	18	312	10	23
8Y6Q_EMD-38995_A	1	8Y6Q_EMD-38995_A	singleton	0	72	0	8
8Y6Q_EMD-38995_F	1	8Y6Q_EMD-38995_F	singleton	0	70	0	7
8YAX_EMD-39107_A	2	8YAX_EMD-39107_A	residue_sum=777	286	491	73	53
8YAX_EMD-39107_C	2	8YB7_EMD-39112_C	residue_sum=262	87	175	26	16
8YBS_EMD-34546_C	1	8YBS_EMD-34546_C	singleton	101	9	21	3
8YBZ_EMD-34603_D	1	8YBZ_EMD-34603_D	singleton	85	14	15	4
8YDX_EMD-39184_A	3	8YDX_EMD-39184_A	residue_sum=579	350	229	72	21
8YFG_EMD-39223_A	1	8YFG_EMD-39223_A	singleton	57	782	21	53
8YFG_EMD-39223_C	1	8YFG_EMD-39223_C	singleton	0	15	0	1
8YFU_EMD-39230_A	1	8YFU_EMD-39230_A	singleton	0	423	0	21
8YGA_EMD-39240_A	2	8YGF_EMD-39246_A	residue_sum=638	41	597	14	58
8YGF_EMD-39246_C	1	8YGF_EMD-39246_C	singleton	49	6	10	1
8YO9_EMD-39438_A	2	8YO9_EMD-39438_A	residue_sum=240	61	179	18	15
8YOD_EMD-39444_B	1	8YOD_EMD-39444_B	singleton	58	160	17	13
8YQF_EMD-39498_A	1	8YQF_EMD-39498_A	singleton	51	147	16	16
8YS2_EMD-38376_A	5	8YS4_EMD-38377_A	residue_sum=220	162	58	38	7
8YS2_EMD-38376_B	5	8YS2_EMD-38376_B	residue_sum=200	154	46	31	3
8YS2_EMD-38376_C	2	8YS4_EMD-38377_C	residue_sum=50	47	3	15	1
8YS2_EMD-38376_M	1	8YS2_EMD-38376_M	singleton	10	9	4	3
8YS4_EMD-38377_M	1	8YS4_EMD-38377_M	singleton	6	6	2	2
8YS4_EMD-38377_Q	1	8YS4_EMD-38377_Q	singleton	8	0	2	0
8YTC_EMD-39571_A	1	8YTC_EMD-39571_A	singleton	4	54	2	9
8Z6Q_EMD-39801_B	1	8Z6Q_EMD-39801_B	singleton	321	217	70	16
8Z6Q_EMD-39801_C	1	8Z6Q_EMD-39801_C	singleton	318	214	70	15
8Z94_EMD-39854_A	1	8Z94_EMD-39854_A	singleton	1	0	1	0
8Z9V_EMD-39869_A	1	8Z9V_EMD-39869_A	singleton	10	4	6	1
8Z9V_EMD-39869_B	1	8Z9V_EMD-39869_B	singleton	10	4	6	1
8ZC6_EMD-39924_D	2	8ZC6_EMD-39924_D	residue_sum=466	272	194	70	17
8ZC6_EMD-39924_E	1	8ZC6_EMD-39924_E	singleton	291	191	70	14
8ZIP_EMD-60125_B	1	8ZIP_EMD-60125_B	singleton	108	307	30	30
8ZKM_EMD-60199_A	1	8ZKM_EMD-60199_A	singleton	5	0	2	0
8ZKM_EMD-60199_B	1	8ZKM_EMD-60199_B	singleton	35	78	11	8
8ZKM_EMD-60199_D	1	8ZKM_EMD-60199_D	singleton	177	12	50	3
8ZKM_EMD-60199_E	1	8ZKM_EMD-60199_E	singleton	177	12	50	3
9AY5_EMD-43960_A	1	9AY5_EMD-43960_A	singleton	2	3	2	1
9AY5_EMD-43960_AB	1	9AY5_EMD-43960_AB	singleton	14	0	1	0
9B8L_EMD-44349_A	1	9B8L_EMD-44349_A	singleton	548	232	116	35
9BD1_EMD-44443_A	2	9BD1_EMD-44443_A	residue_sum=532	244	288	48	24
9BD8_EMD-44446_B	1	9BD8_EMD-44446_B	singleton	97	3	22	1
9BQX_EMD-44828_A	1	9BQX_EMD-44828_A	singleton	0	213	0	5
9BRR_EMD-44841_A	1	9BRR_EMD-44841_A	singleton	0	150	0	9
9BRR_EMD-44841_AA	1	9BRR_EMD-44841_AA	singleton	0	228	0	19
9BRR_EMD-44841_B	1	9BRR_EMD-44841_B	singleton	0	125	0	5
9BRR_EMD-44841_CA	1	9BRR_EMD-44841_CA	singleton	3	53	1	4
9BRR_EMD-44841_DA	1	9BRR_EMD-44841_DA	singleton	0	61	0	3
9BRR_EMD-44841_EA	1	9BRR_EMD-44841_EA	singleton	73	26	16	1
9BRR_EMD-44841_FA	1	9BRR_EMD-44841_FA	singleton	0	27	0	1
9BRR_EMD-44841_K	1	9BRR_EMD-44841_K	singleton	134	211	38	17
9BRR_EMD-44841_N	1	9BRR_EMD-44841_N	singleton	93	163	28	16
9BRR_EMD-44841_Q	1	9BRR_EMD-44841_Q	singleton	16	156	4	7
9BRR_EMD-44841_X	1	9BRR_EMD-44841_X	singleton	18	38	5	5
9BRR_EMD-44841_Z	1	9BRR_EMD-44841_Z	singleton	0	263	0	26
9BYW_EMD-45046_C	3	9BZ9_EMD-45057_C	residue_sum=230	1	229	1	14
9BZH_EMD-45067_A	3	9BYW_EMD-45046_A	residue_sum=393	86	307	31	30
9C4K_EMD-45190_A	2	9C4K_EMD-45190_A	residue_sum=636	107	529	26	53
9C4K_EMD-45190_B	2	9C4K_EMD-45190_B	residue_sum=797	236	561	57	39
9C4K_EMD-45190_C	2	9C4K_EMD-45190_C	residue_sum=319	115	204	38	28
9C4K_EMD-45190_P	2	9C4K_EMD-45190_P	residue_sum=695	556	139	111	24
9C4K_EMD-45190_Q	2	9C4K_EMD-45190_Q	residue_sum=330	284	46	55	12
9C58_EMD-45207_A	2	9C58_EMD-45207_A	residue_sum=103	42	61	8	7
9C58_EMD-45207_B	2	9C5B_EMD-45213_G	residue_sum=423	1	422	1	33
9C58_EMD-45207_C	2	9C5B_EMD-45213_D	residue_sum=468	0	468	0	37
9C58_EMD-45207_D	2	9C58_EMD-45207_D	residue_sum=444	0	444	0	36
9C58_EMD-45207_E	3	9C58_EMD-45207_E	residue_sum=103	42	61	8	7
9C5B_EMD-45213_F	1	9C5B_EMD-45213_F	singleton	2	0	1	0
9C62_EMD-45240_A	1	9C62_EMD-45240_A	singleton	60	168	25	18
9C62_EMD-45240_B	1	9C62_EMD-45240_B	singleton	49	166	23	16
9C62_EMD-45240_F	1	9C62_EMD-45240_F	singleton	69	167	24	15
9C62_EMD-45240_G	1	9C62_EMD-45240_G	singleton	43	401	19	31
9C62_EMD-45240_H	1	9C62_EMD-45240_H	singleton	15	6	5	2
9C62_EMD-45240_J	1	9C62_EMD-45240_J	singleton	58	163	18	18
9C62_EMD-45240_K	1	9C62_EMD-45240_K	singleton	6	34	5	4
9C62_EMD-45240_M	1	9C62_EMD-45240_M	singleton	53	142	17	16
9C62_EMD-45240_N	1	9C62_EMD-45240_N	singleton	2	55	1	5
9C7P_EMD-45283_A	8	9C7P_EMD-45283_A	residue_sum=475	156	319	41	28
9C7P_EMD-45283_B	2	9C7P_EMD-45283_B	residue_sum=439	146	293	41	27
9C82_EMD-45297_B	2	9MHH_EMD-48278_B	residue_sum=517	134	383	27	36
9CHO_EMD-45591_A	3	9CHO_EMD-45591_A	residue_sum=802	290	512	86	62
9CJL_EMD-45635_A	1	9CJL_EMD-45635_A	singleton	0	76	0	2
9CM2_EMD-45737_A	1	9CM2_EMD-45737_A	singleton	245	124	63	20
9CM2_EMD-45737_D	3	9CTH_EMD-42405_D	residue_sum=164	62	102	28	18
9CM5_EMD-45739_A	1	9CM5_EMD-45739_A	singleton	182	409	90	64
9CM5_EMD-45739_B	1	9CM5_EMD-45739_B	singleton	0	47	0	3
9CN0_EMD-45755_A	2	9CN1_EMD-45756_A	residue_sum=375	253	122	48	15
9CN0_EMD-45755_C	1	9CN0_EMD-45755_C	singleton	15	25	4	3
9CN1_EMD-45756_B	2	9CN0_EMD-45755_B	residue_sum=156	0	156	0	12
9COD_EMD-45776_A	1	9COD_EMD-45776_A	singleton	17	0	6	0
9CS3_EMD-45886_A	4	7YLU_EMD-33917_A	residue_sum=329	81	248	24	18
9CS3_EMD-45886_B	4	7YLU_EMD-33917_B	residue_sum=354	94	260	24	20
9CS3_EMD-45886_C	4	7YLU_EMD-33917_D	residue_sum=337	84	253	22	19
9CS4_EMD-45887_C	4	7YLU_EMD-33917_C	residue_sum=337	84	253	22	19
9CS4_EMD-45887_E	3	9CR2_EMD-45830_I	residue_sum=325	73	252	21	21
9CS4_EMD-45887_F	4	9CR2_EMD-45830_K	residue_sum=325	73	252	25	20
9CS4_EMD-45887_G	4	7YLU_EMD-33917_G	residue_sum=322	60	262	20	23
9CS4_EMD-45887_H	4	9CR2_EMD-45830_O	residue_sum=336	84	252	21	18
9CTH_EMD-42405_A	1	9CTH_EMD-42405_A	singleton	213	37	59	9
9CTH_EMD-42405_B	1	9CTH_EMD-42405_B	singleton	26	35	8	5
9CTH_EMD-42405_E	1	9CTH_EMD-42405_E	singleton	226	26	48	7
9D2F_EMD-46494_A	1	9D2F_EMD-46494_A	singleton	179	944	50	77
9D2F_EMD-46494_AA	1	9D2F_EMD-46494_AA	singleton	0	56	0	4
9D2F_EMD-46494_B	1	9D2F_EMD-46494_B	singleton	43	53	17	7
9D2F_EMD-46494_BA	1	9D2F_EMD-46494_BA	singleton	75	359	23	28
9D2F_EMD-46494_D	1	9D2F_EMD-46494_D	singleton	75	359	23	28
9D2F_EMD-46494_E	1	9D2F_EMD-46494_E	singleton	65	151	14	11
9D2F_EMD-46494_G	1	9D2F_EMD-46494_G	singleton	75	365	21	29
9D2F_EMD-46494_J	1	9D2F_EMD-46494_J	singleton	271	392	64	52
9D2F_EMD-46494_K	1	9D2F_EMD-46494_K	singleton	336	138	68	15
9D2F_EMD-46494_L	1	9D2F_EMD-46494_L	singleton	2	316	2	19
9D2F_EMD-46494_N	1	9D2F_EMD-46494_N	singleton	0	266	0	5
9D2F_EMD-46494_O	1	9D2F_EMD-46494_O	singleton	62	180	17	20
9D2F_EMD-46494_P	1	9D2F_EMD-46494_P	singleton	15	155	3	4
9D2F_EMD-46494_Q	1	9D2F_EMD-46494_Q	singleton	8	150	5	4
9D2F_EMD-46494_R	1	9D2F_EMD-46494_R	singleton	67	185	17	22
9D2F_EMD-46494_S	1	9D2F_EMD-46494_S	singleton	10	90	4	8
9D2F_EMD-46494_T	1	9D2F_EMD-46494_T	singleton	45	342	12	20
9D2F_EMD-46494_U	1	9D2F_EMD-46494_U	singleton	60	428	18	29
9D2F_EMD-46494_V	1	9D2F_EMD-46494_V	singleton	26	29	7	3
9D2F_EMD-46494_W	1	9D2F_EMD-46494_W	singleton	0	194	0	5
9D2F_EMD-46494_X	1	9D2F_EMD-46494_X	singleton	0	215	0	4
9D2F_EMD-46494_Y	1	9D2F_EMD-46494_Y	singleton	0	37	0	1
9D2F_EMD-46494_Z	1	9D2F_EMD-46494_Z	singleton	0	38	0	1
9D5C_EMD-29980_A	2	9D5C_EMD-29980_A	residue_sum=66	66	0	9	0
9DGU_EMD-46848_A	5	9DGT_EMD-46847_A	residue_sum=228	75	153	22	18
9DGU_EMD-46848_FA	8	9E14_EMD-47383_E	residue_sum=174	41	133	10	13
9DGU_EMD-46848_U	4	8PQZ_EMD-17829_F	residue_sum=139	0	139	0	3
9DGU_EMD-46848_V	5	6ZNO_EMD-11319_H	residue_sum=223	70	153	19	19
9DGU_EMD-46848_X	2	9DGT_EMD-46847_X	residue_sum=218	0	218	0	1
9DLG_EMD-46977_A	1	9DLG_EMD-46977_A	singleton	26	86	8	9
9DNN_EMD-47043_E	1	9DNN_EMD-47043_E	singleton	0	52	0	4
9DRL_EMD-47128_A	1	9DRL_EMD-47128_A	singleton	27	402	4	16
9DRL_EMD-47128_B	1	9DRL_EMD-47128_B	singleton	26	318	4	14
9DRY_EMD-47134_A	1	9DRY_EMD-47134_A	singleton	12	24	7	3
9DRY_EMD-47134_B	1	9DRY_EMD-47134_B	singleton	12	24	7	3
9DRY_EMD-47134_C	1	9DRY_EMD-47134_C	singleton	100	13	24	3
9DSM_EMD-47147_A	1	9DSM_EMD-47147_A	singleton	0	96	0	1
9DVC_EMD-47200_A	1	9DVC_EMD-47200_A	singleton	0	73	0	5
9DVC_EMD-47200_B	1	9DVC_EMD-47200_B	singleton	0	73	0	5
9DVC_EMD-47200_C	1	9DVC_EMD-47200_C	singleton	0	33	0	2
9DVC_EMD-47200_D	1	9DVC_EMD-47200_D	singleton	0	89	0	6
9DW7_EMD-47237_B	2	8EJ1_EMD-28172_A	residue_sum=774	73	701	25	47
9DWU_EMD-47265_A	1	9DWU_EMD-47265_A	singleton	114	297	36	23
9DWU_EMD-47265_B	1	9DWU_EMD-47265_B	singleton	0	43	0	3
9DWU_EMD-47265_C	1	9DWU_EMD-47265_C	singleton	30	20	6	2
9E0H_EMD-47356_A	1	9E0H_EMD-47356_A	singleton	0	139	0	4
9E12_EMD-47381_C	8	9HHL_EMD-52171_A	residue_sum=211	73	138	22	18
9E12_EMD-47381_G	5	9E23_EMD-47430_A	residue_sum=93	14	79	5	6
9E13_EMD-47382_K	4	9E23_EMD-47430_H	residue_sum=179	116	63	35	5
9E13_EMD-47382_M	3	9E14_EMD-47383_M	residue_sum=180	169	11	28	1
9E23_EMD-47430_L	9	9E13_EMD-47382_A	residue_sum=3140	373	2767	80	193
9EAD_EMD-47830_A	1	9EAD_EMD-47830_A	singleton	77	16	19	4
9EAD_EMD-47830_B	1	9EAD_EMD-47830_B	singleton	62	24	16	5
9EAD_EMD-47830_C	1	9EAD_EMD-47830_C	singleton	87	32	12	6
9EDD_EMD-47945_B	2	9EDD_EMD-47945_B	residue_sum=114	72	42	16	6
9EK3_EMD-52060_A	4	7OVQ_EMD-13087_A	residue_sum=80	3	77	3	7
9ELD_EMD-48145_A	1	9ELD_EMD-48145_A	singleton	12	1450	10	151
9EOF_EMD-19853_A	1	9EOF_EMD-19853_A	singleton	4	264	4	19
9EOF_EMD-19853_B	1	9EOF_EMD-19853_B	singleton	18	390	7	29
9EOF_EMD-19853_C	1	9EOF_EMD-19853_C	singleton	4	264	4	19
9EOF_EMD-19853_D	1	9EOF_EMD-19853_D	singleton	18	390	7	29
9EOM_EMD-19863_A	17	9EOM_EMD-19863_A	residue_sum=206	0	206	0	4
9EPR_EMD-19884_D	1	9EPR_EMD-19884_D	singleton	6	220	2	13
9EUF_EMD-19968_A	1	9EUF_EMD-19968_A	singleton	11	0	1	0
9EUF_EMD-19968_AA	2	9EUG_EMD-19969_P	residue_sum=303	169	134	37	14
9EUF_EMD-19968_F	1	9EUF_EMD-19968_F	singleton	0	13	0	1
9EUF_EMD-19968_I	1	9EUF_EMD-19968_I	singleton	10	0	1	0
9EUF_EMD-19968_K	2	9EUG_EMD-19969_A	residue_sum=71	32	39	9	5
9EUF_EMD-19968_M	2	9EUG_EMD-19969_B	residue_sum=131	101	30	27	7
9EUF_EMD-19968_N	2	9EUG_EMD-19969_C	residue_sum=182	74	108	18	7
9EUF_EMD-19968_Q	2	9EUG_EMD-19969_F	residue_sum=102	2	100	2	8
9EUF_EMD-19968_W	2	9EUG_EMD-19969_L	residue_sum=129	50	79	15	10
9EUF_EMD-19968_X	2	9EUG_EMD-19969_M	residue_sum=128	71	57	16	5
9EUG_EMD-19969_E	1	9EUG_EMD-19969_E	singleton	152	179	26	24
9EUG_EMD-19969_H	1	9EUG_EMD-19969_H	singleton	1	58	1	4
9EUG_EMD-19969_R	1	9EUG_EMD-19969_R	singleton	61	6	13	1
9EVD_EMD-19999_A	1	9EVD_EMD-19999_A	singleton	2	26	2	4
9EVD_EMD-19999_B	1	9EVD_EMD-19999_B	singleton	11	398	6	34
9EVD_EMD-19999_C	1	9EVD_EMD-19999_C	singleton	4	206	1	18
9EVD_EMD-19999_D	1	9EVD_EMD-19999_D	singleton	0	86	0	5
9EVD_EMD-19999_E	1	9EVD_EMD-19999_E	singleton	0	82	0	7
9EVD_EMD-19999_F	1	9EVD_EMD-19999_F	singleton	2	78	2	7
9EVD_EMD-19999_G	1	9EVD_EMD-19999_G	singleton	0	55	0	3
9EVD_EMD-19999_H	1	9EVD_EMD-19999_H	singleton	0	62	0	6
9EVD_EMD-19999_I	1	9EVD_EMD-19999_I	singleton	5	161	2	8
9F5W_EMD-50201_A	1	9F5W_EMD-50201_A	singleton	53	262	16	14
9F5W_EMD-50201_B	1	9F5W_EMD-50201_B	singleton	87	254	18	14
9F5W_EMD-50201_C	1	9F5W_EMD-50201_C	singleton	2	771	2	57
9F5W_EMD-50201_D	1	9F5W_EMD-50201_D	singleton	2	771	2	57
9F5W_EMD-50201_F	1	9F5W_EMD-50201_F	singleton	1	327	1	28
9F62_EMD-50210_A	1	9F62_EMD-50210_A	singleton	0	6	0	1
9F62_EMD-50210_AD	1	9F62_EMD-50210_AD	singleton	1	0	1	0
9F62_EMD-50210_AG	1	9F62_EMD-50210_AG	singleton	0	3	0	1
9F62_EMD-50210_BH	1	9F62_EMD-50210_BH	singleton	11	0	1	0
9F62_EMD-50210_C	1	9F62_EMD-50210_C	singleton	11	0	1	0
9F62_EMD-50210_CG	1	9F62_EMD-50210_CG	singleton	4	0	1	0
9F62_EMD-50210_FB	1	9F62_EMD-50210_FB	singleton	12	0	1	0
9F62_EMD-50210_FC	1	9F62_EMD-50210_FC	singleton	1	0	1	0
9F62_EMD-50210_GB	1	9F62_EMD-50210_GB	singleton	0	12	0	1
9F62_EMD-50210_HB	1	9F62_EMD-50210_HB	singleton	0	9	0	1
9F62_EMD-50210_IB	1	9F62_EMD-50210_IB	singleton	0	9	0	1
9F62_EMD-50210_LB	1	9F62_EMD-50210_LB	singleton	0	1	0	1
9F62_EMD-50210_PB	1	9F62_EMD-50210_PB	singleton	0	1	0	1
9F62_EMD-50210_V	1	9F62_EMD-50210_V	singleton	4	0	1	0
9F62_EMD-50210_Z	1	9F62_EMD-50210_Z	singleton	0	3	0	1
9F6Z_EMD-17349_A	1	9F6Z_EMD-17349_A	singleton	154	311	29	31
9F9Q_EMD-16917_A	1	9F9Q_EMD-16917_A	singleton	64	83	13	10
9FNO_EMD-50600_A	2	9FNO_EMD-50600_A	residue_sum=110	0	110	0	8
9FNO_EMD-50600_B	2	9FNO_EMD-50600_B	residue_sum=118	0	118	0	8
9FNO_EMD-50600_D	1	9FNO_EMD-50600_D	singleton	75	31	18	5
9FNO_EMD-50600_E	1	9FNO_EMD-50600_E	singleton	279	130	70	24
9FO3_EMD-50615_A	1	9FO3_EMD-50615_A	singleton	35	103	9	11
9FTM_EMD-50749_A	1	9FTM_EMD-50749_A	singleton	0	83	0	3
9G3X_EMD-51017_B	2	9G3Y_EMD-51018_A	residue_sum=434	16	418	4	27
9G3X_EMD-51017_C	11	9G3X_EMD-51017_C	residue_sum=533	24	509	12	28
9G3X_EMD-51017_E	12	9QVM_EMD-53399_OA	residue_sum=593	31	562	9	35
9G3Y_EMD-51018_IA	2	9QVM_EMD-53399_UA	residue_sum=31	0	31	0	1
9G3Y_EMD-51018_L	1	9G3Y_EMD-51018_L	singleton	10	487	8	33
9G3Y_EMD-51018_Q	1	9G3Y_EMD-51018_Q	singleton	0	52	0	3
9G69_EMD-51096_A	1	9G69_EMD-51096_A	singleton	41	135	16	13
9G69_EMD-51096_C	1	9G69_EMD-51096_C	singleton	19	46	7	4
9G93_EMD-45459_A	1	9G93_EMD-45459_A	singleton	309	14	60	3
9GA2_EMD-51169_A	1	9GA2_EMD-51169_A	singleton	110	256	32	28
9GE8_EMD-51293_A	1	9GE8_EMD-51293_A	singleton	129	450	22	24
9GE8_EMD-51293_B	1	9GE8_EMD-51293_B	singleton	53	86	12	8
9GE8_EMD-51293_D	1	9GE8_EMD-51293_D	singleton	22	88	7	11
9GKO_EMD-51431_A	1	9GKO_EMD-51431_A	singleton	71	9	12	1
9GNH_EMD-51470_A	1	9GNH_EMD-51470_A	singleton	102	495	34	45
9GSX_EMD-51557_A	1	9GSX_EMD-51557_A	singleton	143	283	48	15
9GSX_EMD-51557_L	1	9GSX_EMD-51557_L	singleton	85	289	22	17
9GVG_EMD-51635_A	1	9GVG_EMD-51635_A	singleton	0	26	0	4
9GVG_EMD-51635_B	1	9GVG_EMD-51635_B	singleton	103	13	20	3
