rep_fasta_id	cluster_size	members
8A61_EMD-15201_I	2	8A5Y_EMD-15199_I,8A61_EMD-15201_I
8A61_EMD-15201_N	2	8A5Y_EMD-15199_N,8A61_EMD-15201_N
8A61_EMD-15201_O	2	8A5Y_EMD-15199_O,8A61_EMD-15201_O
8A61_EMD-15201_P	2	8A5Y_EMD-15199_P,8A61_EMD-15201_P
8A61_EMD-15201_Q	2	8A5Y_EMD-15199_Q,8A61_EMD-15201_Q
8A6J_EMD-15209_A	3	7ATA_EMD-11911_A,8A41_EMD-15134_A,8A6J_EMD-15209_A
8A7E_EMD-15221_A	1	8A7E_EMD-15221_A
8A7E_EMD-15221_B	1	8A7E_EMD-15221_B
8A8N_EMD-15234_A	1	8A8N_EMD-15234_A
8AFX_EMD-15411_A	1	8AFX_EMD-15411_A
8AIX_EMD-15473_A	3	8AFM_EMD-15402_A,8AIA_EMD-15465_A,8AIX_EMD-15473_A
8AIX_EMD-15473_C	3	8AFM_EMD-15402_C,8AIA_EMD-15465_C,8AIX_EMD-15473_C
8AKU_EMD-15493_A	17	8AKU_EMD-15493_A,8AKW_EMD-15495_A,8AKX_EMD-15496_A,8AKY_EMD-15497_A,8AKZ_EMD-15498_A,8AL0_EMD-15499_A,9HZR_EMD-52531_A,9HZS_EMD-52532_A,9HZT_EMD-52533_A,9HZU_EMD-52534_A,9HZV_EMD-52535_A,9HZW_EMD-52536_A,9HZX_EMD-52537_A,9HZY_EMD-52538_A,9HZZ_EMD-52539_A,9I00_EMD-52540_A,9I01_EMD-52541_A
8AT2_EMD-15631_A	2	8AT2_EMD-15631_A,8FCK_EMD-28981_A
8AT2_EMD-15631_B	2	8AT2_EMD-15631_B,8FCK_EMD-28981_B
8AT2_EMD-15631_C	2	8AT2_EMD-15631_C,8FCK_EMD-28981_C
8AT2_EMD-15631_D	2	8AT2_EMD-15631_D,8FCK_EMD-28981_D
8ATX_EMD-15668_A	3	8ATX_EMD-15668_A,8AUK_EMD-15672_A,8AUW_EMD-15675_A
8AUK_EMD-15672_C	1	8AUK_EMD-15672_C
8AUW_EMD-15675_C	1	8AUW_EMD-15675_C
8AVE_EMD-15680_A	3	8AVE_EMD-15680_A,8AVF_EMD-15681_A,8AVO_EMD-15683_A
8AVE_EMD-15680_B	3	8AVE_EMD-15680_B,8AVF_EMD-15681_B,8AVO_EMD-15683_B
8AY4_EMD-15710_D	1	8AY4_EMD-15710_D
8AY5_EMD-15711_A	2	8AY4_EMD-15710_A,8AY5_EMD-15711_A
8AY5_EMD-15711_B	2	8AY4_EMD-15710_B,8AY5_EMD-15711_B
8AY5_EMD-15711_C	2	8AY4_EMD-15710_C,8AY5_EMD-15711_C
8B2X_EMD-15820_A	1	8B2X_EMD-15820_A
8B42_EMD-15837_A	1	8B42_EMD-15837_A
8B42_EMD-15837_E	2	8B40_EMD-15835_A,8B42_EMD-15837_E
8B5R_EMD-15861_I	1	8B5R_EMD-15861_I
8B5R_EMD-15861_J	1	8B5R_EMD-15861_J
8B5R_EMD-15861_K	1	8B5R_EMD-15861_K
8B6L_EMD-15870_A	1	8B6L_EMD-15870_A
8B6L_EMD-15870_B	1	8B6L_EMD-15870_B
8B6L_EMD-15870_C	1	8B6L_EMD-15870_C
8B6L_EMD-15870_E	1	8B6L_EMD-15870_E
8B6L_EMD-15870_F	1	8B6L_EMD-15870_F
8B6L_EMD-15870_G	1	8B6L_EMD-15870_G
8B6L_EMD-15870_H	1	8B6L_EMD-15870_H
8B6L_EMD-15870_I	1	8B6L_EMD-15870_I
8B6L_EMD-15870_J	1	8B6L_EMD-15870_J
8B6L_EMD-15870_K	1	8B6L_EMD-15870_K
8B6L_EMD-15870_L	1	8B6L_EMD-15870_L
8B6L_EMD-15870_M	1	8B6L_EMD-15870_M
8B6L_EMD-15870_N	1	8B6L_EMD-15870_N
8B6L_EMD-15870_O	1	8B6L_EMD-15870_O
8B6L_EMD-15870_P	1	8B6L_EMD-15870_P
8BBF_EMD-15955_A	1	8BBF_EMD-15955_A
8BBF_EMD-15955_B	1	8BBF_EMD-15955_B
8BBF_EMD-15955_C	1	8BBF_EMD-15955_C
8BXD_EMD-16315_A	1	8BXD_EMD-16315_A
8C0W_EMD-16373_A	1	8C0W_EMD-16373_A
8C0W_EMD-16373_B	1	8C0W_EMD-16373_B
8C50_EMD-16431_A	1	8C50_EMD-16431_A
8C5C_EMD-16435_A	15	6TA4_EMD-10422_A,6ZPI_EMD-11340_C,7UN1_EMD-26611_B,7YSQ_EMD-34080_B,8C5C_EMD-16435_A,8I7O_EMD-35229_D,8I7R_EMD-35230_F,8TO0_EMD-41431_E,8VRJ_EMD-43482_B,9FQR_EMD-50664_AB,9IJJ_EMD-60633_AD,9NTM_EMD-49760_G,9OT2_EMD-70819_B,9RPD_EMD-54160_D,9RPD_EMD-54161_D
8CO6_EMD-16772_BA	1	8CO6_EMD-16772_BA
8COA_EMD-16774_A	2	8CO6_EMD-16772_A,8COA_EMD-16774_A
8COA_EMD-16774_Q	2	8CO6_EMD-16772_P,8COA_EMD-16774_Q
8CRB_EMD-16807_A	1	8CRB_EMD-16807_A
8CRB_EMD-16807_B	1	8CRB_EMD-16807_B
8CRB_EMD-16807_C	1	8CRB_EMD-16807_C
8CT1_EMD-26977_A	4	8CT1_EMD-26977_A,8CT9_EMD-26984_A,8VLZ_EMD-43349_A,8VM4_EMD-43349_A
8CTJ_EMD-26992_A	1	8CTJ_EMD-26992_A
8CZD_EMD-27095_A	1	8CZD_EMD-27095_A
8DAN_EMD-27271_A	2	8DAN_EMD-27271_A,8DEC_EMD-27389_A
8DAN_EMD-27271_B	2	8DAN_EMD-27271_B,8DEC_EMD-27389_B
8DAN_EMD-27271_C	1	8DAN_EMD-27271_C
8DEC_EMD-27389_C	1	8DEC_EMD-27389_C
8DEQ_EMD-27395_G	1	8DEQ_EMD-27395_G
8DEQ_EMD-27395_H	1	8DEQ_EMD-27395_H
8DH8_EMD-27432_A	2	8AVC_EMD-15678_B,8DH8_EMD-27432_A
8DH8_EMD-27432_C	3	8AVC_EMD-15678_A,8DH8_EMD-27432_C,8DH9_EMD-27433_C
8DH9_EMD-27433_A	1	8DH9_EMD-27433_A
8DIT_EMD-27442_A	1	8DIT_EMD-27442_A
8DIT_EMD-27442_B	1	8DIT_EMD-27442_B
8DIT_EMD-27442_C	1	8DIT_EMD-27442_C
8DME_EMD-27534_A	1	8DME_EMD-27534_A
8DS6_EMD-27684_A	1	8DS6_EMD-27684_A
8DTL_EMD-27704_A	1	8DTL_EMD-27704_A
8DUO_EMD-27724_A	1	8DUO_EMD-27724_A
8DWT_EMD-27759_A	1	8DWT_EMD-27759_A
8DYO_EMD-27780_A	1	8DYO_EMD-27780_A
8DYO_EMD-27780_B	1	8DYO_EMD-27780_B
8E05_EMD-27817_A	1	8E05_EMD-27817_A
8E2Y_EMD-27851_B	4	8E2Y_EMD-27851_B,8E3A_EMD-27861_B,8E3B_EMD-27862_B,8E3C_EMD-27863_B
8E2Y_EMD-27851_C	4	8E2Y_EMD-27851_C,8E3A_EMD-27861_C,8E3B_EMD-27862_C,8E3C_EMD-27863_C
8E3A_EMD-27861_A	1	8E3A_EMD-27861_A
8E3A_EMD-27861_D	1	8E3A_EMD-27861_D
8E3C_EMD-27863_A	3	8E2Y_EMD-27851_A,8E3B_EMD-27862_A,8E3C_EMD-27863_A
8E6S_EMD-27924_A	2	8E6R_EMD-27923_A,8E6S_EMD-27924_A
8EEQ_EMD-28055_A	2	8E34_EMD-27856_A,8EEQ_EMD-28055_A
8EEW_EMD-28063_A	3	8EEW_EMD-28063_A,8EFF_EMD-28063_A,8EFR_EMD-28063_A
8EJ1_EMD-28172_A	2	8EJ1_EMD-28172_A,9DW7_EMD-47237_B
8EJ5_EMD-28176_A	1	8EJ5_EMD-28176_A
8EJ5_EMD-28176_B	1	8EJ5_EMD-28176_B
8EKI_EMD-28204_A	1	8EKI_EMD-28204_A
8EKI_EMD-28204_B	1	8EKI_EMD-28204_B
8EKI_EMD-28204_C	1	8EKI_EMD-28204_C
8EKI_EMD-28204_D	1	8EKI_EMD-28204_D
8EKI_EMD-28204_E	1	8EKI_EMD-28204_E
8EP1_EMD-28498_A	2	8EP0_EMD-28494_A,8EP1_EMD-28498_A
8EQB_EMD-28536_A	1	8EQB_EMD-28536_A
8EQB_EMD-28536_B	1	8EQB_EMD-28536_B
8EQB_EMD-28536_C	1	8EQB_EMD-28536_C
8ET2_EMD-28584_A	1	8ET2_EMD-28584_A
8EW5_EMD-28208_A	1	8EW5_EMD-28208_A
8EWY_EMD-28649_A	1	8EWY_EMD-28649_A
8EWY_EMD-28649_C	1	8EWY_EMD-28649_C
8EXT_EMD-28662_A	2	8EXQ_EMD-28659_A,8EXT_EMD-28662_A
8EZ9_EMD-28731_B	1	8EZ9_EMD-28731_B
8FB9_EMD-28962_A	1	8FB9_EMD-28962_A
8FB9_EMD-28962_Q	1	8FB9_EMD-28962_Q
8FB9_EMD-28962_R	2	8FB9_EMD-28962_B,8FB9_EMD-28962_R
8FCK_EMD-28981_E	1	8FCK_EMD-28981_E
8FCK_EMD-28981_F	1	8FCK_EMD-28981_F
8FCK_EMD-28981_G	1	8FCK_EMD-28981_G
8FCK_EMD-28981_H	1	8FCK_EMD-28981_H
8FEL_EMD-29032_A	2	8FEJ_EMD-29029_A,8FEL_EMD-29032_A
8FFJ_EMD-29044_A	1	8FFJ_EMD-29044_A
8FFJ_EMD-29044_B	1	8FFJ_EMD-29044_B
8FFJ_EMD-29044_D	1	8FFJ_EMD-29044_D
8FMB_EMD-29291_A	1	8FMB_EMD-29291_A
8FNW_EMD-29328_A	1	8FNW_EMD-29328_A
8FNW_EMD-29328_M	1	8FNW_EMD-29328_M
8FOE_EMD-29347_A	1	8FOE_EMD-29347_A
8FOE_EMD-29347_B	1	8FOE_EMD-29347_B
8FOE_EMD-29347_C	1	8FOE_EMD-29347_C
8FOE_EMD-29347_D	1	8FOE_EMD-29347_D
8FQ1_EMD-29373_E	1	8FQ1_EMD-29373_E
8FTK_EMD-29439_A	1	8FTK_EMD-29439_A
8FXR_EMD-29541_A	1	8FXR_EMD-29541_A
8FXR_EMD-29541_AC	1	8FXR_EMD-29541_AC
8FXR_EMD-29541_AE	1	8FXR_EMD-29541_AE
8FXR_EMD-29541_AG	1	8FXR_EMD-29541_AG
8FXR_EMD-29541_F	1	8FXR_EMD-29541_F
8FXR_EMD-29541_FG	1	8FXR_EMD-29541_FG
8FXR_EMD-29541_GG	1	8FXR_EMD-29541_GG
8FXR_EMD-29541_R	1	8FXR_EMD-29541_R
8FXR_EMD-29541_X	1	8FXR_EMD-29541_X
8FXR_EMD-29541_Y	1	8FXR_EMD-29541_Y
8FZC_EMD-29607_A	1	8FZC_EMD-29607_A
8G4L_EMD-29722_A	1	8G4L_EMD-29722_A
8G4L_EMD-29722_AA	1	8G4L_EMD-29722_AA
8G4L_EMD-29722_AC	1	8G4L_EMD-29722_AC
8G4L_EMD-29722_BC	1	8G4L_EMD-29722_BC
8G4L_EMD-29722_C	1	8G4L_EMD-29722_C
8G72_EMD-29794_A	1	8G72_EMD-29794_A
8G79_EMD-29803_D	1	8G79_EMD-29803_D
8G79_EMD-29803_E	1	8G79_EMD-29803_E
8GBS_EMD-29921_A	1	8GBS_EMD-29921_A
8GF7_EMD-29980_A	2	8GF7_EMD-29980_A,9D5C_EMD-29980_A
8GHA_EMD-40029_A	1	8GHA_EMD-40029_A
8GHA_EMD-40029_B	1	8GHA_EMD-40029_B
8GHA_EMD-40029_C	1	8GHA_EMD-40029_C
8GLT_EMD-40208_A	1	8GLT_EMD-40208_A
8GLT_EMD-40208_B	1	8GLT_EMD-40208_B
8GP3_EMD-34188_A	2	7R0C_EMD-14221_C,8GP3_EMD-34188_A
8GP3_EMD-34188_B	1	8GP3_EMD-34188_B
8GP3_EMD-34188_E	6	7RUG_EMD-24705_B,7S0E_EMD-24788_B,7TDM_EMD-25834_C,7TDN_EMD-25835_C,8GP3_EMD-34188_E,8U5B_EMD-41915_D
8GTC_EMD-34249_G	1	8GTC_EMD-34249_G
8GTC_EMD-34249_M	1	8GTC_EMD-34249_M
8GTC_EMD-34249_P	1	8GTC_EMD-34249_P
8GTC_EMD-34249_S	1	8GTC_EMD-34249_S
8GTD_EMD-34250_A	1	8GTD_EMD-34250_A
8GTD_EMD-34250_B	1	8GTD_EMD-34250_B
8GTF_EMD-34252_A	1	8GTF_EMD-34252_A
8GTF_EMD-34252_G	2	8GTC_EMD-34249_A,8GTF_EMD-34252_G
8GTF_EMD-34252_M	1	8GTF_EMD-34252_M
8H33_EMD-34449_E	8	8H33_EMD-34449_E,8H34_EMD-34450_E,8H35_EMD-34451_E,8H36_EMD-34452_A,8H37_EMD-34453_E,8H3A_EMD-34462_L,8H3F_EMD-34467_J,8H3R_EMD-34474_A
8H34_EMD-34450_A	8	8H33_EMD-34449_F,8H34_EMD-34450_A,8H35_EMD-34451_A,8H36_EMD-34452_D,8H37_EMD-34453_A,8H3A_EMD-34462_J,8H3F_EMD-34467_L,8H3R_EMD-34474_C
8H37_EMD-34453_J	2	8H36_EMD-34452_C,8H37_EMD-34453_J
8H3A_EMD-34462_A	2	8H3A_EMD-34462_A,8H3F_EMD-34467_A
8H3A_EMD-34462_B	2	8H3A_EMD-34462_B,8H3F_EMD-34467_B
8H3A_EMD-34462_C	2	8H3A_EMD-34462_C,8H3F_EMD-34467_C
8H3A_EMD-34462_D	2	8H3A_EMD-34462_D,8H3F_EMD-34467_D
8H3F_EMD-34467_E	2	8H3A_EMD-34462_E,8H3F_EMD-34467_E
8H3F_EMD-34467_F	2	8H3A_EMD-34462_F,8H3F_EMD-34467_F
8H3F_EMD-34467_G	2	8H3A_EMD-34462_G,8H3F_EMD-34467_G
8H3F_EMD-34467_H	2	8H3A_EMD-34462_H,8H3F_EMD-34467_H
8H3F_EMD-34467_I	8	8H33_EMD-34449_A,8H34_EMD-34450_C,8H35_EMD-34451_C,8H36_EMD-34452_B,8H37_EMD-34453_I,8H3A_EMD-34462_I,8H3F_EMD-34467_I,8H3R_EMD-34474_D
8H3S_EMD-32829_C	1	8H3S_EMD-32829_C
8H3U_EMD-32828_A	2	8H3S_EMD-32829_A,8H3U_EMD-32828_A
8H3U_EMD-32828_B	2	8H3S_EMD-32829_B,8H3U_EMD-32828_B
8HAE_EMD-34586_A	2	8HAE_EMD-34586_A,8PWL_EMD-17994_A
8HC6_EMD-34653_B	1	8HC6_EMD-34653_B
8HC6_EMD-34653_C	2	6ZDG_EMD-11173_C,8HC6_EMD-34653_C
8HC6_EMD-34653_D	1	8HC6_EMD-34653_D
8HC7_EMD-34654_A	1	8HC7_EMD-34654_A
8HC7_EMD-34654_B	2	8HC6_EMD-34653_A,8HC7_EMD-34654_B
8HC7_EMD-34654_C	1	8HC7_EMD-34654_C
8HC7_EMD-34654_D	1	8HC7_EMD-34654_D
8HCR_EMD-34664_A	1	8HCR_EMD-34664_A
8HCR_EMD-34664_B	1	8HCR_EMD-34664_B
8HCR_EMD-34664_C	1	8HCR_EMD-34664_C
8HCR_EMD-34664_D	1	8HCR_EMD-34664_D
8HCR_EMD-34664_E	1	8HCR_EMD-34664_E
8HCR_EMD-34664_F	1	8HCR_EMD-34664_F
8HCR_EMD-34664_G	1	8HCR_EMD-34664_G
8HCR_EMD-34664_H	1	8HCR_EMD-34664_H
8HCR_EMD-34664_I	1	8HCR_EMD-34664_I
8HGJ_EMD-34740_A	1	8HGJ_EMD-34740_A
8HGJ_EMD-34740_B	1	8HGJ_EMD-34740_B
8HIA_EMD-34813_A	1	8HIA_EMD-34813_A
8HMD_EMD-34896_B	1	8HMD_EMD-34896_B
8HMD_EMD-34896_C	1	8HMD_EMD-34896_C
8HMD_EMD-34896_D	1	8HMD_EMD-34896_D
8HMF_EMD-34898_A	2	8HMD_EMD-34896_A,8HMF_EMD-34898_A
8HMF_EMD-34898_B	1	8HMF_EMD-34898_B
8HMF_EMD-34898_C	1	8HMF_EMD-34898_C
8HRE_EMD-34968_A	1	8HRE_EMD-34968_A
8HRG_EMD-34972_A	1	8HRG_EMD-34972_A
8HSL_EMD-35000_A	1	8HSL_EMD-35000_A
8HSL_EMD-35000_C	1	8HSL_EMD-35000_C
8HSL_EMD-35000_D	1	8HSL_EMD-35000_D
8HSL_EMD-35000_E	1	8HSL_EMD-35000_E
8HSL_EMD-35000_F	1	8HSL_EMD-35000_F
8HWL_EMD-35059_A	1	8HWL_EMD-35059_A
8I2H_EMD-35136_A	1	8I2H_EMD-35136_A
8I4V_EMD-35185_B	12	7QCD_EMD-13895_B,7YLM_EMD-33914_B,7YQH_EMD-34025_B,8I13_EMD-35116_A,8I21_EMD-35128_A,8I4U_EMD-35184_B,8I4V_EMD-35185_B,8I4W_EMD-35186_B,8T8F_EMD-41098_D,8WJL_EMD-37584_A,8WJN_EMD-37586_A,8WJO_EMD-37587_B
8I4V_EMD-35185_D	1	8I4V_EMD-35185_D
8I4W_EMD-35186_C	4	7YQH_EMD-34025_D,8I4W_EMD-35186_C,8T8F_EMD-41098_A,8WJO_EMD-37587_D
8I4W_EMD-35186_D	3	7YQH_EMD-34025_E,8I4W_EMD-35186_D,8T8F_EMD-41098_B
8I6U_EMD-35207_A	1	8I6U_EMD-35207_A
8I7O_EMD-35229_A	3	8I7O_EMD-35229_A,8I7R_EMD-35230_B,8TO0_EMD-41431_B
8I7O_EMD-35229_DD	2	8I7O_EMD-35229_DD,8I7R_EMD-35230_NI
8I7O_EMD-35229_OE	2	8I7O_EMD-35229_OE,8I7R_EMD-35230_RL
8I7O_EMD-35229_QB	2	8I7O_EMD-35229_QB,8I7R_EMD-35230_EF
8I7R_EMD-35230_AE	3	8I7O_EMD-35229_DB,8I7R_EMD-35230_AE,8TO0_EMD-41431_AP
8I7R_EMD-35230_AQ	4	8I7O_EMD-35229_BG,8I7R_EMD-35230_AQ,8TO0_EMD-41431_AL,9IJJ_EMD-60633_AN
8I7R_EMD-35230_CP	4	8I7O_EMD-35229_AG,8I7R_EMD-35230_CP,8TO0_EMD-41431_DN,9FQR_EMD-50664_AGB
8I7R_EMD-35230_DH	2	8I7R_EMD-35230_DH,8TO0_EMD-41431_LI
8I7R_EMD-35230_GQ	2	8I7R_EMD-35230_GQ,8TO0_EMD-41431_JQ
8I7R_EMD-35230_JB	3	8I7O_EMD-35229_Q,8I7R_EMD-35230_JB,8TO0_EMD-41431_BD
8I7R_EMD-35230_JC	3	8I7O_EMD-35229_CA,8I7R_EMD-35230_JC,8TO0_EMD-41431_NB
8I7R_EMD-35230_KK	4	8I7O_EMD-35229_AE,8I7R_EMD-35230_KK,8TO0_EMD-41431_AQ,9FQR_EMD-50664_CQ
8I7R_EMD-35230_LC	3	8I7O_EMD-35229_NA,8I7R_EMD-35230_LC,8TO0_EMD-41431_KC
8I7R_EMD-35230_LE	3	8I7O_EMD-35229_HB,8I7R_EMD-35230_LE,8TO0_EMD-41431_UI
8I7R_EMD-35230_MI	2	8I7R_EMD-35230_MI,8TO0_EMD-41431_UQ
8I7R_EMD-35230_NG	2	8I7R_EMD-35230_NG,8TO0_EMD-41431_HH
8I7R_EMD-35230_OE	3	8I7O_EMD-35229_JB,8I7R_EMD-35230_OE,8TO0_EMD-41431_SP
8I7R_EMD-35230_OG	2	8I7O_EMD-35229_FC,8I7R_EMD-35230_OG
8I7R_EMD-35230_S	3	8I7O_EMD-35229_H,8I7R_EMD-35230_S,8TO0_EMD-41431_Q
8I7R_EMD-35230_WF	2	8I7R_EMD-35230_WF,8TO0_EMD-41431_A
8I7R_EMD-35230_XF	2	8I7O_EMD-35229_YB,8I7R_EMD-35230_XF
8I9J_EMD-35274_A	1	8I9J_EMD-35274_A
8I9J_EMD-35274_C	1	8I9J_EMD-35274_C
8I9M_EMD-35276_A	1	8I9M_EMD-35276_A
8I9M_EMD-35276_B	1	8I9M_EMD-35276_B
8IC2_EMD-35352_A	1	8IC2_EMD-35352_A
8IC2_EMD-35352_AA	1	8IC2_EMD-35352_AA
8IC2_EMD-35352_AB	5	7DGQ_EMD-30673_NB,7DGR_EMD-30674_AB,7DGS_EMD-30675_AB,8IC2_EMD-35352_AB,8UGR_EMD-42233_AB
8IC2_EMD-35352_B	1	8IC2_EMD-35352_B
8IC2_EMD-35352_BA	1	8IC2_EMD-35352_BA
8IC2_EMD-35352_BB	2	8IC2_EMD-35352_BB,8UGR_EMD-42233_AE
8IC2_EMD-35352_CA	1	8IC2_EMD-35352_CA
8IC2_EMD-35352_DA	1	8IC2_EMD-35352_DA
8IC2_EMD-35352_DB	1	8IC2_EMD-35352_DB
8IC2_EMD-35352_EA	1	8IC2_EMD-35352_EA
8IC2_EMD-35352_EB	1	8IC2_EMD-35352_EB
8IC2_EMD-35352_FA	1	8IC2_EMD-35352_FA
8IC2_EMD-35352_FB	1	8IC2_EMD-35352_FB
8IC2_EMD-35352_GA	1	8IC2_EMD-35352_GA
8IC2_EMD-35352_GB	1	8IC2_EMD-35352_GB
8IC2_EMD-35352_H	1	8IC2_EMD-35352_H
8IC2_EMD-35352_HA	1	8IC2_EMD-35352_HA
8IC2_EMD-35352_IA	1	8IC2_EMD-35352_IA
8IC2_EMD-35352_J	1	8IC2_EMD-35352_J
8IC2_EMD-35352_JA	1	8IC2_EMD-35352_JA
8IC2_EMD-35352_JB	1	8IC2_EMD-35352_JB
8IC2_EMD-35352_K	1	8IC2_EMD-35352_K
8IC2_EMD-35352_KA	1	8IC2_EMD-35352_KA
8IC2_EMD-35352_KB	1	8IC2_EMD-35352_KB
8IC2_EMD-35352_L	1	8IC2_EMD-35352_L
8IC2_EMD-35352_LA	1	8IC2_EMD-35352_LA
8IC2_EMD-35352_M	1	8IC2_EMD-35352_M
8IC2_EMD-35352_MA	1	8IC2_EMD-35352_MA
8IC2_EMD-35352_N	1	8IC2_EMD-35352_N
8IC2_EMD-35352_NA	1	8IC2_EMD-35352_NA
8IC2_EMD-35352_O	1	8IC2_EMD-35352_O
8IC2_EMD-35352_OA	1	8IC2_EMD-35352_OA
8IC2_EMD-35352_P	1	8IC2_EMD-35352_P
8IC2_EMD-35352_PA	1	8IC2_EMD-35352_PA
8IC2_EMD-35352_Q	1	8IC2_EMD-35352_Q
8IC2_EMD-35352_R	1	8IC2_EMD-35352_R
8IC2_EMD-35352_RA	1	8IC2_EMD-35352_RA
8IC2_EMD-35352_S	1	8IC2_EMD-35352_S
8IC2_EMD-35352_SA	1	8IC2_EMD-35352_SA
8IC2_EMD-35352_T	1	8IC2_EMD-35352_T
8IC2_EMD-35352_V	1	8IC2_EMD-35352_V
8IC2_EMD-35352_X	1	8IC2_EMD-35352_X
8IC2_EMD-35352_Y	1	8IC2_EMD-35352_Y
8IC2_EMD-35352_Z	1	8IC2_EMD-35352_Z
8IEL_EMD-35385_A	2	8IEL_EMD-35385_A,8IER_EMD-35391_A
8IF6_EMD-35402_A	1	8IF6_EMD-35402_A
8IF6_EMD-35402_B	1	8IF6_EMD-35402_B
8IF6_EMD-35402_C	1	8IF6_EMD-35402_C
8IGQ_EMD-35437_A	1	8IGQ_EMD-35437_A
8IGQ_EMD-35437_B	1	8IGQ_EMD-35437_B
8IGQ_EMD-35437_D	1	8IGQ_EMD-35437_D
8IQF_EMD-35660_A	1	8IQF_EMD-35660_A
8IQF_EMD-35660_B	2	7Y5V_EMD-33626_B,8IQF_EMD-35660_B
8IQF_EMD-35660_C	2	7Y5V_EMD-33626_C,8IQF_EMD-35660_C
8IQF_EMD-35660_E	1	8IQF_EMD-35660_E
8IZN_EMD-35866_A	2	8I9J_EMD-35274_B,8IZN_EMD-35866_A
8IZN_EMD-35866_B	1	8IZN_EMD-35866_B
8J5Z_EMD-35996_A	1	8J5Z_EMD-35996_A
8JF7_EMD-36209_A	7	7TEE_EMD-25845_A,7TEQ_EMD-25849_A,7TER_EMD-25850_A,7TES_EMD-25851_A,7YFM_EMD-33793_A,7YFO_EMD-33795_A,8JF7_EMD-36209_A
8JF7_EMD-36209_B	2	8JF7_EMD-36209_B,9C7P_EMD-45283_B
8JF7_EMD-36209_D	1	8JF7_EMD-36209_D
8JF7_EMD-36209_E	1	8JF7_EMD-36209_E
8JF7_EMD-36209_F	1	8JF7_EMD-36209_F
8JF7_EMD-36209_I	1	8JF7_EMD-36209_I
8JF7_EMD-36209_J	1	8JF7_EMD-36209_J
8JN3_EMD-36431_A	1	8JN3_EMD-36431_A
8JN3_EMD-36431_B	1	8JN3_EMD-36431_B
8JN3_EMD-36431_G	1	8JN3_EMD-36431_G
8JN3_EMD-36431_H	1	8JN3_EMD-36431_H
8JPG_EMD-36479_A	1	8JPG_EMD-36479_A
8JPG_EMD-36479_E	1	8JPG_EMD-36479_E
8JYS_EMD-36730_A	1	8JYS_EMD-36730_A
8K9B_EMD-36983_B	3	8K9B_EMD-36983_B,8K9J_EMD-36988_B,8K9M_EMD-36991_B
8K9B_EMD-36983_C	3	8K9B_EMD-36983_C,8K9J_EMD-36988_C,8K9M_EMD-36991_C
8KC3_EMD-37091_A	2	8KC3_EMD-37091_A,8Y1L_EMD-38839_A
8KC3_EMD-37091_D	2	8KC3_EMD-37091_D,8Y1L_EMD-38839_D
8KC3_EMD-37091_E	2	8KC3_EMD-37091_E,8Y1L_EMD-38839_E
8ODV_EMD-16819_A	2	8ODU_EMD-16817_A,8ODV_EMD-16819_A
8ODV_EMD-16819_C	2	8ODU_EMD-16817_C,8ODV_EMD-16819_C
8OJJ_EMD-16914_A	1	8OJJ_EMD-16914_A
8OOH_EMD-17015_A	1	8OOH_EMD-17015_A
8OOK_EMD-17017_A	1	8OOK_EMD-17017_A
8OSH_EMD-17153_A	1	8OSH_EMD-17153_A
8P0V_EMD-17339_C	1	8P0V_EMD-17339_C
8P0V_EMD-17339_E	2	8P0V_EMD-17339_E,8P0X_EMD-17341_D
8P0X_EMD-17341_A	2	8P0V_EMD-17339_A,8P0X_EMD-17341_A
8P0X_EMD-17341_B	2	8P0V_EMD-17339_B,8P0X_EMD-17341_B
8P0X_EMD-17341_C	5	6VAB_EMD-21135_A,6VAC_EMD-21136_C,7U6F_EMD-24964_C,8P0V_EMD-17339_D,8P0X_EMD-17341_C
8P0X_EMD-17341_E	1	8P0X_EMD-17341_E
8P13_EMD-17344_A	4	7MT8_EMD-23977_B,7MT9_EMD-23978_B,8P13_EMD-17344_A,8P15_EMD-17345_A
8P13_EMD-17344_B	7	7L0S_EMD-23102_C,7YU7_EMD-34101_A,7YU8_EMD-34102_B,8P13_EMD-17344_B,8P15_EMD-17345_B,8XWQ_EMD-38741_C,9EPR_EMD-19884_A
8P15_EMD-17345_F	2	8P13_EMD-17344_F,8P15_EMD-17345_F
8P15_EMD-17345_G	2	8P13_EMD-17344_G,8P15_EMD-17345_G
8PHU_EMD-17675_A	1	8PHU_EMD-17675_A
8PHU_EMD-17675_C	1	8PHU_EMD-17675_C
8PHU_EMD-17675_D	1	8PHU_EMD-17675_D
8PHU_EMD-17675_E	2	8PHT_EMD-17674_A,8PHU_EMD-17675_E
8PHU_EMD-17675_J	1	8PHU_EMD-17675_J
8PHU_EMD-17675_LN	1	8PHU_EMD-17675_LN
8PU7_EMD-17930_A	4	8PU7_EMD-17930_A,8PUD_EMD-17936_A,8PUE_EMD-17937_A,8PUF_EMD-17940_A
8PUH_EMD-17943_A	2	8PUG_EMD-17942_A,8PUH_EMD-17943_A
8Q4G_EMD-18147_G	1	8Q4G_EMD-18147_G
8Q4L_EMD-18149_A	1	8Q4L_EMD-18149_A
8Q4L_EMD-18149_B	1	8Q4L_EMD-18149_B
8Q5H_EMD-18179_A	1	8Q5H_EMD-18179_A
8Q5H_EMD-18179_B	1	8Q5H_EMD-18179_B
8Q5H_EMD-18179_C	1	8Q5H_EMD-18179_C
